,date,store_nbr,item_nbr,units,date1j
4395366,2014-09-07,8,100,2,980
4395382,2014-09-07,9,5,81,980
4395422,2014-09-07,9,45,62,980
4395493,2014-09-07,13,5,69,980
4395524,2014-09-07,13,36,99,980
4395608,2014-09-07,14,9,4,980
4395624,2014-09-07,14,25,9,980
4395669,2014-09-07,14,70,2,980
4395715,2014-09-07,15,5,73,980
4395755,2014-09-07,15,45,90,980
4395837,2014-09-07,16,16,51,980
4395846,2014-09-07,16,25,172,980
4395885,2014-09-07,16,64,5,980
4395941,2014-09-07,17,9,116,980
4395969,2014-09-07,17,37,80,980
4396048,2014-09-07,18,5,26,980
4396080,2014-09-07,18,37,15,980
4396170,2014-09-07,19,16,26,980
4396237,2014-09-07,19,83,7,980
4396270,2014-09-07,21,5,47,980
4396309,2014-09-07,21,44,63,980
4396374,2014-09-07,21,109,10,980
4396381,2014-09-07,23,5,31,980
4396421,2014-09-07,23,45,64,980
4396493,2014-09-07,24,6,87,980
4396530,2014-09-07,24,43,35,980
4396607,2014-09-07,25,9,105,980
4396610,2014-09-07,25,12,1,980
4396643,2014-09-07,25,45,88,980
4396711,2014-09-07,26,2,3,980
4396714,2014-09-07,26,5,37,980
4396754,2014-09-07,26,45,53,980
4396828,2014-09-07,29,8,15,980
4396861,2014-09-07,29,41,24,980
4396865,2014-09-07,29,45,53,980
4396876,2014-09-07,29,56,1,980
4396944,2014-09-07,30,13,1,980
4396947,2014-09-07,30,16,15,980
4396975,2014-09-07,30,44,103,980
4396996,2014-09-07,30,65,1,980
4397051,2014-09-07,31,9,85,980
4397087,2014-09-07,31,45,86,980
4397162,2014-09-07,32,9,23,980
4397198,2014-09-07,32,45,51,980
4397273,2014-09-07,33,9,114,980
4397308,2014-09-07,33,44,191,980
4397356,2014-09-07,33,92,1,980
4397384,2014-09-07,34,9,106,980
4397406,2014-09-07,34,31,2,980
4397420,2014-09-07,34,45,78,980
4397502,2014-09-07,35,16,41,980
4397552,2014-09-07,35,66,17,980
4397606,2014-09-07,36,9,38,980
4397627,2014-09-07,36,30,2,980
4397641,2014-09-07,36,44,71,980
4397713,2014-09-07,37,5,55,980
4397746,2014-09-07,37,38,11,980
4397753,2014-09-07,37,45,42,980
4397812,2014-09-07,37,104,1,980
4397813,2014-09-07,37,105,1,980
4397828,2014-09-07,39,9,1,980
4397855,2014-09-07,39,36,3,980
4397930,2014-09-07,39,111,5,980
4397935,2014-09-07,40,5,54,980
4397975,2014-09-07,40,45,59,980
4398050,2014-09-07,45,9,15,980
4398063,2014-09-07,45,22,1,980
4398067,2014-09-07,45,26,3,980
4398161,2014-09-08,1,9,7,981
4398180,2014-09-08,1,28,4,981
4398251,2014-09-08,1,99,1,981
4398272,2014-09-08,4,9,84,981
4398290,2014-09-08,4,27,18,981
4398353,2014-09-08,4,90,3,981
4398379,2014-09-08,7,5,25,981
4398397,2014-09-08,7,23,28,981
4398469,2014-09-08,7,95,30,981
4398490,2014-09-08,8,5,45,981
4398508,2014-09-08,8,23,18,981
4398601,2014-09-08,9,5,28,981
4398641,2014-09-08,9,45,39,981
4398712,2014-09-08,13,5,94,981
4398743,2014-09-08,13,36,54,981
4398827,2014-09-08,14,9,1,981
4398843,2014-09-08,14,25,6,981
4398934,2014-09-08,15,5,34,981
4398974,2014-09-08,15,45,44,981
4399056,2014-09-08,16,16,36,981
4399065,2014-09-08,16,25,141,981
4399160,2014-09-08,17,9,124,981
4399188,2014-09-08,17,37,30,981
4399222,2014-09-08,17,71,2,981
4399267,2014-09-08,18,5,13,981
4399299,2014-09-08,18,37,16,981
4399389,2014-09-08,19,16,20,981
4399456,2014-09-08,19,83,4,981
4399489,2014-09-08,21,5,31,981
4399528,2014-09-08,21,44,65,981
4399593,2014-09-08,21,109,2,981
4399600,2014-09-08,23,5,5,981
4399640,2014-09-08,23,45,29,981
4399712,2014-09-08,24,6,45,981
4399749,2014-09-08,24,43,27,981
4399766,2014-09-08,24,60,2,981
4399826,2014-09-08,25,9,128,981
4399862,2014-09-08,25,45,67,981
4399933,2014-09-08,26,5,31,981
4399973,2014-09-08,26,45,35,981
4400047,2014-09-08,29,8,60,981
4400080,2014-09-08,29,41,18,981
4400084,2014-09-08,29,45,48,981
4400166,2014-09-08,30,16,25,981
4400194,2014-09-08,30,44,78,981
4400270,2014-09-08,31,9,56,981
4400306,2014-09-08,31,45,58,981
4400381,2014-09-08,32,9,28,981
4400417,2014-09-08,32,45,29,981
4400492,2014-09-08,33,9,135,981
4400527,2014-09-08,33,44,241,981
4400575,2014-09-08,33,92,2,981
4400603,2014-09-08,34,9,62,981
4400625,2014-09-08,34,31,1,981
4400639,2014-09-08,34,45,47,981
4400721,2014-09-08,35,16,24,981
4400771,2014-09-08,35,66,7,981
4400825,2014-09-08,36,9,36,981
4400846,2014-09-08,36,30,1,981
4400860,2014-09-08,36,44,19,981
4400932,2014-09-08,37,5,28,981
4400965,2014-09-08,37,38,7,981
4400972,2014-09-08,37,45,43,981
4400980,2014-09-08,37,53,2,981
4401032,2014-09-08,37,105,2,981
4401047,2014-09-08,39,9,1,981
4401074,2014-09-08,39,36,8,981
4401149,2014-09-08,39,111,2,981
4401154,2014-09-08,40,5,10,981
4401194,2014-09-08,40,45,29,981
4401269,2014-09-08,45,9,20,981
4401286,2014-09-08,45,26,2,981
4401380,2014-09-09,1,9,11,982
4401399,2014-09-09,1,28,3,982
4401418,2014-09-09,1,47,8,982
4401491,2014-09-09,4,9,104,982
4401509,2014-09-09,4,27,10,982
4401583,2014-09-09,4,101,3,982
4401598,2014-09-09,7,5,63,982
4401616,2014-09-09,7,23,23,982
4401688,2014-09-09,7,95,30,982
4401709,2014-09-09,8,5,13,982
4401727,2014-09-09,8,23,12,982
4401804,2014-09-09,8,100,2,982
4401820,2014-09-09,9,5,33,982
4401860,2014-09-09,9,45,55,982
4401931,2014-09-09,13,5,80,982
4401962,2014-09-09,13,36,49,982
4402046,2014-09-09,14,9,19,982
4402153,2014-09-09,15,5,74,982
4402193,2014-09-09,15,45,31,982
4402275,2014-09-09,16,16,20,982
4402284,2014-09-09,16,25,78,982
4402323,2014-09-09,16,64,2,982
4402379,2014-09-09,17,9,123,982
4402407,2014-09-09,17,37,39,982
4402486,2014-09-09,18,5,3,982
4402518,2014-09-09,18,37,6,982
4402553,2014-09-09,18,72,1,982
4402608,2014-09-09,19,16,19,982
4402667,2014-09-09,19,75,2,982
4402675,2014-09-09,19,83,9,982
4402708,2014-09-09,21,5,12,982
4402747,2014-09-09,21,44,46,982
4402819,2014-09-09,23,5,18,982
4402859,2014-09-09,23,45,20,982
4402931,2014-09-09,24,6,55,982
4402968,2014-09-09,24,43,20,982
4402985,2014-09-09,24,60,3,982
4403045,2014-09-09,25,9,64,982
4403081,2014-09-09,25,45,48,982
4403152,2014-09-09,26,5,25,982
4403192,2014-09-09,26,45,37,982
4403266,2014-09-09,29,8,18,982
4403299,2014-09-09,29,41,7,982
4403303,2014-09-09,29,45,32,982
4403385,2014-09-09,30,16,56,982
4403413,2014-09-09,30,44,94,982
4403489,2014-09-09,31,9,35,982
4403525,2014-09-09,31,45,56,982
4403600,2014-09-09,32,9,51,982
4403636,2014-09-09,32,45,20,982
4403711,2014-09-09,33,9,62,982
4403746,2014-09-09,33,44,123,982
4403794,2014-09-09,33,92,4,982
4403822,2014-09-09,34,9,30,982
4403858,2014-09-09,34,45,33,982
4403940,2014-09-09,35,16,25,982
4403990,2014-09-09,35,66,6,982
4404044,2014-09-09,36,9,26,982
4404079,2014-09-09,36,44,31,982
4404151,2014-09-09,37,5,15,982
4404184,2014-09-09,37,38,10,982
4404191,2014-09-09,37,45,37,982
4404199,2014-09-09,37,53,2,982
4404266,2014-09-09,39,9,11,982
4404293,2014-09-09,39,36,2,982
4404373,2014-09-09,40,5,28,982
4404413,2014-09-09,40,45,36,982
4404501,2014-09-09,45,22,4,982
4404505,2014-09-09,45,26,2,982
4404618,2014-09-10,1,28,2,983
4404637,2014-09-10,1,47,4,983
4404706,2014-09-10,2,5,48,983
4404712,2014-09-10,2,11,3,983
4404745,2014-09-10,2,44,221,983
4404817,2014-09-10,3,5,65,983
4404857,2014-09-10,3,45,64,983
4404921,2014-09-10,3,109,2,983
4404932,2014-09-10,4,9,70,983
4404950,2014-09-10,4,27,35,983
4405043,2014-09-10,6,9,55,983
4405079,2014-09-10,6,45,74,983
4405141,2014-09-10,6,107,1,983
4405150,2014-09-10,7,5,28,983
4405168,2014-09-10,7,23,26,983
4405240,2014-09-10,7,95,31,983
4405261,2014-09-10,8,5,24,983
4405279,2014-09-10,8,23,12,983
4405315,2014-09-10,8,59,1,983
4405372,2014-09-10,9,5,16,983
4405412,2014-09-10,9,45,52,983
4405483,2014-09-10,13,5,27,983
4405514,2014-09-10,13,36,47,983
4405598,2014-09-10,14,9,5,983
4405614,2014-09-10,14,25,7,983
4405705,2014-09-10,15,5,37,983
4405745,2014-09-10,15,45,30,983
4405827,2014-09-10,16,16,45,983
4405836,2014-09-10,16,25,108,983
4405875,2014-09-10,16,64,4,983
4405931,2014-09-10,17,9,30,983
4405959,2014-09-10,17,37,31,983
4406038,2014-09-10,18,5,14,983
4406070,2014-09-10,18,37,20,983
4406105,2014-09-10,18,72,1,983
4406160,2014-09-10,19,16,11,983
4406227,2014-09-10,19,83,5,983
4406260,2014-09-10,20,5,119,983
4406296,2014-09-10,20,41,23,983
4406361,2014-09-10,20,106,1,983
4406371,2014-09-10,21,5,67,983
4406410,2014-09-10,21,44,116,983
4406457,2014-09-10,21,91,2,983
4406482,2014-09-10,23,5,11,983
4406522,2014-09-10,23,45,31,983
4406594,2014-09-10,24,6,10,983
4406631,2014-09-10,24,43,35,983
4406648,2014-09-10,24,60,4,983
4406708,2014-09-10,25,9,102,983
4406744,2014-09-10,25,45,48,983
4406815,2014-09-10,26,5,45,983
4406855,2014-09-10,26,45,39,983
4406926,2014-09-10,28,5,44,983
4406956,2014-09-10,28,35,6,983
4406966,2014-09-10,28,45,36,983
4407040,2014-09-10,29,8,73,983
4407073,2014-09-10,29,41,20,983
4407077,2014-09-10,29,45,53,983
4407159,2014-09-10,30,16,18,983
4407187,2014-09-10,30,44,66,983
4407263,2014-09-10,31,9,42,983
4407299,2014-09-10,31,45,64,983
4407374,2014-09-10,32,9,29,983
4407410,2014-09-10,32,45,23,983
4407485,2014-09-10,33,9,100,983
4407520,2014-09-10,33,44,263,983
4407568,2014-09-10,33,92,1,983
4407596,2014-09-10,34,9,26,983
4407632,2014-09-10,34,45,104,983
4407714,2014-09-10,35,16,17,983
4407764,2014-09-10,35,66,8,983
4407818,2014-09-10,36,9,43,983
4407853,2014-09-10,36,44,28,983
4407925,2014-09-10,37,5,21,983
4407958,2014-09-10,37,38,5,983
4407965,2014-09-10,37,45,25,983
4407973,2014-09-10,37,53,1,983
4408040,2014-09-10,38,9,135,983
4408076,2014-09-10,38,45,78,983
4408151,2014-09-10,39,9,5,983
4408178,2014-09-10,39,36,6,983
4408258,2014-09-10,40,5,17,983
4408298,2014-09-10,40,45,29,983
4408369,2014-09-10,42,5,33,983
4408409,2014-09-10,42,45,70,983
4408484,2014-09-10,45,9,4,983
4408497,2014-09-10,45,22,1,983
4408501,2014-09-10,45,26,1,983
4408595,2014-09-11,1,9,29,984
4408614,2014-09-11,1,28,5,984
4408633,2014-09-11,1,47,1,984
4408702,2014-09-11,2,5,32,984
4408741,2014-09-11,2,44,120,984
4408813,2014-09-11,3,5,65,984
4408853,2014-09-11,3,45,37,984
4408917,2014-09-11,3,109,8,984
4408928,2014-09-11,4,9,119,984
4408946,2014-09-11,4,27,32,984
4409009,2014-09-11,4,90,3,984
4409020,2014-09-11,4,101,2,984
4409046,2014-09-11,5,16,24,984
4409067,2014-09-11,5,37,10,984
4409150,2014-09-11,6,9,44,984
4409186,2014-09-11,6,45,51,984
4409257,2014-09-11,7,5,13,984
4409275,2014-09-11,7,23,17,984
4409347,2014-09-11,7,95,25,984
4409368,2014-09-11,8,5,3,984
4409386,2014-09-11,8,23,11,984
4409479,2014-09-11,9,5,23,984
4409519,2014-09-11,9,45,33,984
4409590,2014-09-11,10,5,23,984
4409622,2014-09-11,10,37,13,984
4409705,2014-09-11,11,9,4,984
4409764,2014-09-11,11,68,33,984
4409783,2014-09-11,11,87,3,984
4409806,2014-09-11,11,110,16,984
4409812,2014-09-11,13,5,44,984
4409843,2014-09-11,13,36,43,984
4409927,2014-09-11,14,9,9,984
4409943,2014-09-11,14,25,4,984
4410034,2014-09-11,15,5,73,984
4410074,2014-09-11,15,45,41,984
4410156,2014-09-11,16,16,44,984
4410165,2014-09-11,16,25,82,984
4410204,2014-09-11,16,64,1,984
4410260,2014-09-11,17,9,117,984
4410288,2014-09-11,17,37,45,984
4410367,2014-09-11,18,5,49,984
4410399,2014-09-11,18,37,7,984
4410489,2014-09-11,19,16,15,984
4410556,2014-09-11,19,83,6,984
4410589,2014-09-11,20,5,64,984
4410625,2014-09-11,20,41,15,984
4410690,2014-09-11,20,106,3,984
4410700,2014-09-11,21,5,65,984
4410739,2014-09-11,21,44,61,984
4410804,2014-09-11,21,109,11,984
4410815,2014-09-11,22,9,58,984
4410860,2014-09-11,22,54,1,984
4410874,2014-09-11,22,68,14,984
4410922,2014-09-11,23,5,12,984
4410962,2014-09-11,23,45,35,984
4411034,2014-09-11,24,6,37,984
4411071,2014-09-11,24,43,31,984
4411148,2014-09-11,25,9,107,984
4411151,2014-09-11,25,12,1,984
4411184,2014-09-11,25,45,46,984
4411255,2014-09-11,26,5,29,984
4411295,2014-09-11,26,45,26,984
4411370,2014-09-11,27,9,54,984
4411429,2014-09-11,27,68,4,984
4411477,2014-09-11,28,5,42,984
4411507,2014-09-11,28,35,5,984
4411517,2014-09-11,28,45,37,984
4411591,2014-09-11,29,8,23,984
4411624,2014-09-11,29,41,16,984
4411628,2014-09-11,29,45,25,984
4411710,2014-09-11,30,16,34,984
4411738,2014-09-11,30,44,70,984
4411759,2014-09-11,30,65,1,984
4411814,2014-09-11,31,9,41,984
4411850,2014-09-11,31,45,46,984
4411925,2014-09-11,32,9,94,984
4411961,2014-09-11,32,45,30,984
4412036,2014-09-11,33,9,58,984
4412071,2014-09-11,33,44,227,984
4412147,2014-09-11,34,9,85,984
4412183,2014-09-11,34,45,60,984
4412265,2014-09-11,35,16,24,984
4412315,2014-09-11,35,66,14,984
4412369,2014-09-11,36,9,27,984
4412390,2014-09-11,36,30,1,984
4412404,2014-09-11,36,44,31,984
4412476,2014-09-11,37,5,18,984
4412509,2014-09-11,37,38,10,984
4412516,2014-09-11,37,45,22,984
4412575,2014-09-11,37,104,1,984
4412576,2014-09-11,37,105,2,984
4412591,2014-09-11,38,9,65,984
4412627,2014-09-11,38,45,45,984
4412702,2014-09-11,39,9,7,984
4412729,2014-09-11,39,36,1,984
4412804,2014-09-11,39,111,5,984
4412809,2014-09-11,40,5,13,984
4412849,2014-09-11,40,45,23,984
4412931,2014-09-11,41,16,36,984
4412983,2014-09-11,41,68,23,984
4413023,2014-09-11,41,108,12,984
4413031,2014-09-11,42,5,28,984
4413071,2014-09-11,42,45,45,984
4413142,2014-09-11,44,5,12,984
4413205,2014-09-11,44,68,33,984
4413231,2014-09-11,44,94,1,984
4413257,2014-09-11,45,9,5,984
4413270,2014-09-11,45,22,1,984
4413368,2014-09-12,1,9,11,985
4413387,2014-09-12,1,28,1,985
4413475,2014-09-12,2,5,32,985
4413514,2014-09-12,2,44,101,985
4413586,2014-09-12,3,5,78,985
4413626,2014-09-12,3,45,38,985
4413690,2014-09-12,3,109,1,985
4413701,2014-09-12,4,9,77,985
4413719,2014-09-12,4,27,17,985
4413793,2014-09-12,4,101,1,985
4413819,2014-09-12,5,16,31,985
4413840,2014-09-12,5,37,19,985
4413923,2014-09-12,6,9,82,985
4413959,2014-09-12,6,45,50,985
4414030,2014-09-12,7,5,45,985
4414048,2014-09-12,7,23,20,985
4414120,2014-09-12,7,95,22,985
4414141,2014-09-12,8,5,14,985
4414159,2014-09-12,8,23,10,985
4414236,2014-09-12,8,100,2,985
4414252,2014-09-12,9,5,54,985
4414292,2014-09-12,9,45,49,985
4414363,2014-09-12,10,5,17,985
4414395,2014-09-12,10,37,8,985
4414478,2014-09-12,11,9,64,985
4414537,2014-09-12,11,68,21,985
4414556,2014-09-12,11,87,3,985
4414596,2014-09-12,12,16,33,985
4414617,2014-09-12,12,37,15,985
4414659,2014-09-12,12,79,1,985
4414696,2014-09-12,13,5,88,985
4414727,2014-09-12,13,36,63,985
4414811,2014-09-12,14,9,4,985
4414827,2014-09-12,14,25,3,985
4414918,2014-09-12,15,5,23,985
4414958,2014-09-12,15,45,36,985
4415040,2014-09-12,16,16,22,985
4415049,2014-09-12,16,25,100,985
4415088,2014-09-12,16,64,2,985
4415144,2014-09-12,17,9,80,985
4415172,2014-09-12,17,37,43,985
4415251,2014-09-12,18,5,16,985
4415283,2014-09-12,18,37,9,985
4415373,2014-09-12,19,16,19,985
4415440,2014-09-12,19,83,5,985
4415473,2014-09-12,20,5,48,985
4415509,2014-09-12,20,41,23,985
4415574,2014-09-12,20,106,8,985
4415584,2014-09-12,21,5,20,985
4415623,2014-09-12,21,44,68,985
4415670,2014-09-12,21,91,1,985
4415688,2014-09-12,21,109,1,985
4415699,2014-09-12,22,9,25,985
4415744,2014-09-12,22,54,1,985
4415758,2014-09-12,22,68,11,985
4415806,2014-09-12,23,5,37,985
4415846,2014-09-12,23,45,27,985
4415918,2014-09-12,24,6,8,985
4415955,2014-09-12,24,43,31,985
4416032,2014-09-12,25,9,101,985
4416035,2014-09-12,25,12,2,985
4416068,2014-09-12,25,45,41,985
4416139,2014-09-12,26,5,13,985
4416179,2014-09-12,26,45,30,985
4416254,2014-09-12,27,9,40,985
4416313,2014-09-12,27,68,10,985
4416361,2014-09-12,28,5,12,985
4416391,2014-09-12,28,35,2,985
4416401,2014-09-12,28,45,40,985
4416475,2014-09-12,29,8,36,985
4416508,2014-09-12,29,41,26,985
4416512,2014-09-12,29,45,26,985
4416594,2014-09-12,30,16,36,985
4416622,2014-09-12,30,44,102,985
4416698,2014-09-12,31,9,55,985
4416734,2014-09-12,31,45,59,985
4416809,2014-09-12,32,9,73,985
4416845,2014-09-12,32,45,42,985
4416920,2014-09-12,33,9,73,985
4416955,2014-09-12,33,44,201,985
4417031,2014-09-12,34,9,92,985
4417067,2014-09-12,34,45,66,985
4417149,2014-09-12,35,16,20,985
4417199,2014-09-12,35,66,11,985
4417253,2014-09-12,36,9,44,985
4417274,2014-09-12,36,30,1,985
4417288,2014-09-12,36,44,81,985
4417360,2014-09-12,37,5,18,985
4417393,2014-09-12,37,38,10,985
4417400,2014-09-12,37,45,25,985
4417408,2014-09-12,37,53,1,985
4417475,2014-09-12,38,9,54,985
4417511,2014-09-12,38,45,75,985
4417586,2014-09-12,39,9,4,985
4417613,2014-09-12,39,36,4,985
4417688,2014-09-12,39,111,2,985
4417693,2014-09-12,40,5,30,985
4417733,2014-09-12,40,45,53,985
4417815,2014-09-12,41,16,42,985
4417867,2014-09-12,41,68,27,985
4417907,2014-09-12,41,108,15,985
4417915,2014-09-12,42,5,18,985
4417955,2014-09-12,42,45,42,985
4417992,2014-09-12,42,82,1,985
4418037,2014-09-12,43,16,47,985
4418058,2014-09-12,43,37,12,985
4418094,2014-09-12,43,73,1,985
4418126,2014-09-12,43,105,1,985
4418137,2014-09-12,44,5,28,985
4418200,2014-09-12,44,68,47,985
4418226,2014-09-12,44,94,2,985
4418252,2014-09-12,45,9,4,985
4418269,2014-09-12,45,26,2,985
4418382,2014-09-13,1,28,7,986
4418470,2014-09-13,2,5,54,986
4418476,2014-09-13,2,11,2,986
4418509,2014-09-13,2,44,163,986
4418581,2014-09-13,3,5,54,986
4418621,2014-09-13,3,45,67,986
4418685,2014-09-13,3,109,2,986
4418696,2014-09-13,4,9,118,986
4418714,2014-09-13,4,27,16,986
4418777,2014-09-13,4,90,1,986
4418807,2014-09-13,6,9,59,986
4418843,2014-09-13,6,45,52,986
4418914,2014-09-13,7,5,40,986
4418932,2014-09-13,7,23,34,986
4419004,2014-09-13,7,95,49,986
4419025,2014-09-13,8,5,37,986
4419043,2014-09-13,8,23,23,986
4419079,2014-09-13,8,59,1,986
4419120,2014-09-13,8,100,1,986
4419136,2014-09-13,9,5,21,986
4419176,2014-09-13,9,45,46,986
4419251,2014-09-13,11,9,25,986
4419310,2014-09-13,11,68,26,986
4419329,2014-09-13,11,87,2,986
4419369,2014-09-13,12,16,49,986
4419390,2014-09-13,12,37,24,986
4419469,2014-09-13,13,5,73,986
4419500,2014-09-13,13,36,54,986
4419584,2014-09-13,14,9,1,986
4419600,2014-09-13,14,25,12,986
4419691,2014-09-13,15,5,34,986
4419731,2014-09-13,15,45,76,986
4419813,2014-09-13,16,16,42,986
4419822,2014-09-13,16,25,163,986
4419861,2014-09-13,16,64,6,986
4419917,2014-09-13,17,9,124,986
4419945,2014-09-13,17,37,56,986
4420024,2014-09-13,18,5,22,986
4420056,2014-09-13,18,37,17,986
4420146,2014-09-13,19,16,29,986
4420213,2014-09-13,19,83,13,986
4420246,2014-09-13,20,5,118,986
4420282,2014-09-13,20,41,17,986
4420347,2014-09-13,20,106,1,986
4420357,2014-09-13,21,5,39,986
4420396,2014-09-13,21,44,76,986
4420461,2014-09-13,21,109,6,986
4420472,2014-09-13,22,9,29,986
4420531,2014-09-13,22,68,16,986
4420579,2014-09-13,23,5,37,986
4420619,2014-09-13,23,45,33,986
4420691,2014-09-13,24,6,27,986
4420728,2014-09-13,24,43,34,986
4420805,2014-09-13,25,9,107,986
4420841,2014-09-13,25,45,48,986
4420912,2014-09-13,26,5,24,986
4420952,2014-09-13,26,45,22,986
4421027,2014-09-13,27,9,41,986
4421086,2014-09-13,27,68,21,986
4421134,2014-09-13,28,5,12,986
4421164,2014-09-13,28,35,2,986
4421174,2014-09-13,28,45,38,986
4421248,2014-09-13,29,8,23,986
4421281,2014-09-13,29,41,15,986
4421285,2014-09-13,29,45,29,986
4421367,2014-09-13,30,16,28,986
4421395,2014-09-13,30,44,78,986
4421416,2014-09-13,30,65,1,986
4421471,2014-09-13,31,9,46,986
4421507,2014-09-13,31,45,82,986
4421582,2014-09-13,32,9,53,986
4421618,2014-09-13,32,45,31,986
4421693,2014-09-13,33,9,49,986
4421728,2014-09-13,33,44,157,986
4421804,2014-09-13,34,9,92,986
4421840,2014-09-13,34,45,64,986
4421922,2014-09-13,35,16,34,986
4421972,2014-09-13,35,66,13,986
4422026,2014-09-13,36,9,27,986
4422047,2014-09-13,36,30,1,986
4422061,2014-09-13,36,44,42,986
4422133,2014-09-13,37,5,36,986
4422166,2014-09-13,37,38,7,986
4422173,2014-09-13,37,45,29,986
4422181,2014-09-13,37,53,1,986
4422248,2014-09-13,38,9,45,986
4422284,2014-09-13,38,45,84,986
4422359,2014-09-13,39,9,16,986
4422386,2014-09-13,39,36,2,986
4422461,2014-09-13,39,111,5,986
4422466,2014-09-13,40,5,61,986
4422506,2014-09-13,40,45,52,986
4422577,2014-09-13,42,5,21,986
4422617,2014-09-13,42,45,46,986
4422699,2014-09-13,43,16,48,986
4422720,2014-09-13,43,37,9,986
4422756,2014-09-13,43,73,1,986
4422803,2014-09-13,45,9,7,986
4422816,2014-09-13,45,22,1,986
4422820,2014-09-13,45,26,1,986
4422914,2014-09-14,1,9,29,987
4422933,2014-09-14,1,28,9,987
4423004,2014-09-14,1,99,2,987
4423021,2014-09-14,2,5,80,987
4423060,2014-09-14,2,44,163,987
4423132,2014-09-14,3,5,79,987
4423172,2014-09-14,3,45,66,987
4423236,2014-09-14,3,109,7,987
4423247,2014-09-14,4,9,139,987
4423265,2014-09-14,4,27,19,987
4423328,2014-09-14,4,90,2,987
4423335,2014-09-14,4,97,2,987
4423339,2014-09-14,4,101,1,987
4423358,2014-09-14,6,9,68,987
4423394,2014-09-14,6,45,71,987
4423456,2014-09-14,6,107,2,987
4423465,2014-09-14,7,5,60,987
4423483,2014-09-14,7,23,32,987
4423555,2014-09-14,7,95,63,987
4423576,2014-09-14,8,5,24,987
4423594,2014-09-14,8,23,19,987
4423630,2014-09-14,8,59,2,987
4423687,2014-09-14,9,5,57,987
4423692,2014-09-14,9,10,1,987
4423727,2014-09-14,9,45,68,987
4423802,2014-09-14,11,9,46,987
4423861,2014-09-14,11,68,47,987
4423920,2014-09-14,12,16,40,987
4423941,2014-09-14,12,37,13,987
4424020,2014-09-14,13,5,53,987
4424051,2014-09-14,13,36,83,987
4424135,2014-09-14,14,9,5,987
4424151,2014-09-14,14,25,10,987
4424242,2014-09-14,15,5,42,987
4424282,2014-09-14,15,45,92,987
4424364,2014-09-14,16,16,53,987
4424373,2014-09-14,16,25,205,987
4424412,2014-09-14,16,64,8,987
4424468,2014-09-14,17,9,160,987
4424496,2014-09-14,17,37,50,987
4424575,2014-09-14,18,5,25,987
4424607,2014-09-14,18,37,14,987
4424697,2014-09-14,19,16,21,987
4424764,2014-09-14,19,83,9,987
4424797,2014-09-14,20,5,118,987
4424833,2014-09-14,20,41,20,987
4424908,2014-09-14,21,5,44,987
4424947,2014-09-14,21,44,83,987
4425012,2014-09-14,21,109,13,987
4425023,2014-09-14,22,9,103,987
4425082,2014-09-14,22,68,13,987
4425130,2014-09-14,23,5,27,987
4425170,2014-09-14,23,45,57,987
4425242,2014-09-14,24,6,25,987
4425279,2014-09-14,24,43,34,987
4425356,2014-09-14,25,9,110,987
4425392,2014-09-14,25,45,71,987
4425463,2014-09-14,26,5,33,987
4425503,2014-09-14,26,45,44,987
4425578,2014-09-14,27,9,61,987
4425637,2014-09-14,27,68,24,987
4425685,2014-09-14,28,5,69,987
4425715,2014-09-14,28,35,4,987
4425725,2014-09-14,28,45,48,987
4425799,2014-09-14,29,8,44,987
4425832,2014-09-14,29,41,24,987
4425836,2014-09-14,29,45,53,987
4425918,2014-09-14,30,16,39,987
4425946,2014-09-14,30,44,102,987
4426022,2014-09-14,31,9,52,987
4426058,2014-09-14,31,45,85,987
4426133,2014-09-14,32,9,39,987
4426169,2014-09-14,32,45,40,987
4426244,2014-09-14,33,9,126,987
4426279,2014-09-14,33,44,211,987
4426355,2014-09-14,34,9,107,987
4426391,2014-09-14,34,45,92,987
4426473,2014-09-14,35,16,41,987
4426523,2014-09-14,35,66,13,987
4426577,2014-09-14,36,9,26,987
4426612,2014-09-14,36,44,27,987
4426684,2014-09-14,37,5,38,987
4426717,2014-09-14,37,38,8,987
4426724,2014-09-14,37,45,55,987
4426732,2014-09-14,37,53,2,987
4426799,2014-09-14,38,9,66,987
